MarcaId,FechaVencimiento,NumeroDeLote
292,2024-06-29,Lote-3222-kG
2333,2026-10-24,Lote-8708-fh
1823,2025-06-08,Lote-6892-Zj
520,2024-02-12,Lote-3137-Yg
606,2024-05-27,Lote-5602-nb
187,2024-03-07,Lote-5970-Nt
2454,2026-07-16,Lote-2679-cC
759,2023-12-11,Lote-4315-eE
234,2026-03-04,Lote-9945-GN
845,2024-06-08,Lote-0814-FL
748,2026-02-04,Lote-9652-SK
2386,2025-08-17,Lote-6113-So
2263,2024-08-24,Lote-0188-jU
2428,2025-04-05,Lote-2841-vu
1556,2025-01-18,Lote-0672-lH
265,2025-08-21,Lote-2322-CU
280,2025-04-07,Lote-5936-rF
322,2026-07-18,Lote-9593-ym
2404,2024-12-23,Lote-8996-fb
1253,2026-07-10,Lote-8660-on
1875,2026-02-12,Lote-1227-gq
955,2026-04-21,Lote-2924-Eh
375,2024-06-14,Lote-1998-bF
1798,2025-04-19,Lote-1549-UZ
1050,2026-05-12,Lote-2135-mK
351,2024-07-30,Lote-8048-ja
2193,2024-04-08,Lote-0817-Zn
369,2026-02-11,Lote-0415-Rt
2218,2026-06-11,Lote-3920-DZ
1970,2024-07-06,Lote-4896-EA
906,2024-06-09,Lote-6182-bn
2264,2025-02-02,Lote-7876-Tr
2138,2025-01-28,Lote-4328-OD
1196,2024-01-31,Lote-9194-sr
1160,2026-05-23,Lote-3845-eU
194,2026-07-24,Lote-6117-Ii
2487,2025-11-11,Lote-0747-hl
1680,2025-10-23,Lote-6955-ng
519,2025-11-10,Lote-5782-un
10,2025-12-23,Lote-0794-Tc
187,2025-06-18,Lote-2382-mP
776,2024-10-12,Lote-8252-DG
1730,2024-02-20,Lote-9795-vR
1305,2024-11-25,Lote-2814-kw
1328,2024-10-02,Lote-7107-dC
1107,2026-05-10,Lote-2375-HB
122,2025-11-03,Lote-7098-Yq
2020,2025-09-18,Lote-3288-vP
1059,2026-05-15,Lote-5509-vL
358,2025-07-06,Lote-4562-RX
862,2026-05-17,Lote-2615-ZD
1286,2024-04-28,Lote-7555-sD
706,2025-07-19,Lote-7483-gH
2211,2025-11-24,Lote-4937-JY
1418,2026-01-13,Lote-0825-wK
58,2025-12-01,Lote-5113-Ly
1661,2025-11-21,Lote-1840-rC
410,2024-05-09,Lote-9976-PK
2015,2024-11-11,Lote-3837-lp
302,2025-04-09,Lote-7361-Bl
1623,2026-07-05,Lote-9939-ii
2447,2026-04-27,Lote-9202-mi
1201,2026-03-20,Lote-4930-My
2379,2024-01-16,Lote-5080-Zx
776,2026-08-20,Lote-2358-Nd
1114,2026-11-26,Lote-3220-Pg
2356,2024-02-28,Lote-5823-CW
2330,2025-02-12,Lote-3888-zS
1618,2026-06-25,Lote-9743-uJ
2457,2025-08-02,Lote-4152-SG
866,2024-04-01,Lote-8563-EH
2112,2025-11-06,Lote-6533-Ji
111,2025-03-24,Lote-4107-Fz
1257,2026-09-03,Lote-9773-Sb
1260,2026-10-09,Lote-1574-MF
548,2026-11-26,Lote-4220-bu
1304,2024-11-06,Lote-5885-ww
2452,2026-07-29,Lote-7476-nM
758,2025-05-26,Lote-6202-GP
1298,2025-07-15,Lote-9524-Ia
1753,2023-12-31,Lote-7985-Jh
323,2025-10-24,Lote-5490-oD
549,2026-04-04,Lote-3239-dz
798,2025-01-17,Lote-0381-HB
1994,2024-06-29,Lote-7736-Lp
84,2026-08-02,Lote-0799-vA
1017,2026-11-26,Lote-3300-We
301,2025-12-23,Lote-0346-mt
1750,2025-01-28,Lote-0093-nN
1235,2024-05-08,Lote-3942-cW
957,2026-03-23,Lote-5774-CE
1962,2025-11-16,Lote-8090-YS
1608,2025-09-23,Lote-1186-fL
1385,2024-10-31,Lote-6537-lP
2481,2026-07-08,Lote-9462-yW
2177,2024-07-05,Lote-0422-BI
204,2026-05-29,Lote-0222-jt
