Monto,Cantidad,ITBIS,Descuento
26034.35,4,361.82,157.29
33140.39,1,765.55,80.6
33827.43,11,301.94,60.67
30623.33,12,135.0,406.66
8089.8,10,878.34,144.58
7060.0,8,698.85,408.32
15578.76,17,744.44,116.99
36629.6,3,444.17,324.85
12476.61,18,265.87,462.17
2427.48,9,706.24,71.33
39947.59,14,679.78,288.24
38951.14,6,884.91,35.79
24823.33,10,496.65,305.67
3721.31,8,633.25,278.67
36365.83,1,18.98,250.92
39331.88,10,314.34,173.1
28030.96,19,506.55,384.05
18155.39,4,913.36,444.92
28364.86,16,65.44,86.43
35197.73,9,878.03,244.33
36990.56,4,702.98,60.7
13160.5,16,435.62,183.49
44834.14,5,833.44,499.51
43613.34,17,788.26,224.44
35708.69,11,42.69,31.78
3112.24,18,278.77,377.23
20582.16,2,324.2,448.95
10327.52,4,282.2,71.73
36674.83,5,232.67,179.1
21473.74,12,698.95,300.56
5668.78,13,856.91,98.33
22301.94,4,313.76,417.55
6723.23,3,276.99,248.78
37525.9,10,201.32,45.76
23561.85,15,218.58,400.71
45023.64,9,814.63,137.49
38736.07,8,979.0,276.54
12093.81,9,892.13,135.73
1519.41,10,114.88,348.81
24896.1,15,98.12,97.26
10094.35,15,100.42,383.4
29462.24,1,274.04,406.28
14533.47,8,888.99,371.46
19996.18,11,139.33,120.79
6252.48,15,109.8,43.22
30998.96,2,747.41,180.84
6062.7,17,791.7,96.5
14567.89,4,751.55,82.2
16204.97,12,900.78,253.73
48584.46,6,189.83,2.5
36748.08,1,230.56,482.17
285.99,10,251.6,441.5
29553.77,10,56.53,229.33
41813.86,5,501.74,84.72
37284.69,19,758.44,445.33
14840.25,14,394.56,269.63
3994.72,4,561.32,334.82
24732.96,3,759.92,498.71
40559.05,18,974.28,195.02
16213.12,5,902.09,455.2
36763.6,5,408.11,120.68
514.98,16,722.76,369.01
31065.01,17,549.24,223.89
20577.71,13,858.36,277.28
6162.35,13,239.63,169.07
49427.31,2,141.6,334.19
23569.92,14,317.01,454.62
39458.19,18,143.41,92.28
36016.48,3,587.0,3.99
24374.45,18,231.98,67.87
44281.45,10,305.51,40.53
24639.15,5,362.7,493.64
42895.14,17,202.02,146.0
37575.88,10,695.62,73.41
12559.8,4,129.14,327.63
7236.68,1,422.85,94.95
37077.34,19,623.33,32.36
5863.66,9,995.55,8.23
20538.83,4,65.47,110.23
2582.9,12,828.95,239.6
7566.7,16,302.84,324.02
19577.62,9,919.87,409.5
25589.41,6,380.74,374.85
35101.89,11,382.68,216.47
42528.96,9,661.4,247.91
31868.85,18,910.02,19.64
23559.5,14,665.88,74.13
20902.72,9,272.28,95.48
7356.47,6,427.43,453.44
24596.59,12,558.24,411.96
37924.91,19,869.66,302.66
18375.43,2,184.75,66.78
24877.13,1,20.64,161.21
41246.89,11,736.08,395.94
12144.67,11,214.65,203.42
34521.05,18,890.29,259.83
5487.32,2,650.41,145.23
22446.0,1,596.78,140.46
12940.17,11,823.62,240.43
18435.79,13,19.37,111.76
10726.16,18,635.91,129.6
49639.58,19,696.78,46.25
8854.7,2,78.45,363.24
33307.15,4,969.01,211.47
37299.0,14,152.29,184.38
5512.7,5,786.26,179.32
34528.36,12,476.04,297.17
46160.66,18,213.95,335.02
19959.53,19,759.06,298.56
8519.33,11,486.2,123.58
45172.59,3,903.17,97.77
7218.51,2,460.79,413.55
3550.16,9,735.99,133.67
36938.59,15,168.69,195.6
43160.3,10,836.4,407.77
23250.36,18,864.46,454.66
27076.44,2,797.13,77.56
47596.51,11,59.44,365.05
32535.04,17,562.77,128.45
37186.06,15,365.22,417.28
48334.13,8,747.69,236.58
2024.36,3,371.73,489.53
20418.42,1,345.73,341.94
3552.49,7,235.99,47.78
46093.54,6,343.0,310.69
25120.02,7,482.62,45.47
22247.63,15,776.32,154.78
1572.33,8,619.08,292.09
16317.39,15,349.67,10.57
18072.61,13,292.05,191.9
49756.02,2,204.12,459.46
29093.85,8,463.69,427.11
4958.72,11,986.29,65.62
17172.62,2,277.91,431.93
48110.05,15,970.88,443.62
25607.85,6,160.33,296.57
7353.35,14,210.09,496.91
35502.93,18,371.55,33.02
44662.29,13,53.9,137.0
14274.06,12,869.62,334.6
31507.06,1,382.87,39.57
43514.94,6,465.97,20.72
6992.34,5,847.49,171.42
25998.77,14,247.56,106.95
39466.18,7,887.6,414.5
39171.85,8,568.94,156.88
34259.06,16,544.94,264.46
17162.34,6,701.44,426.23
39197.67,12,751.25,28.88
14926.36,2,443.07,253.44
18499.92,11,317.94,261.36
37005.28,6,127.19,216.49
20054.12,9,448.2,105.39
19555.72,2,677.58,353.1
8046.33,19,260.74,389.28
5102.1,17,385.11,225.19
44150.06,9,824.84,173.73
2917.4,16,349.54,467.81
16807.85,5,856.28,365.09
16551.14,8,443.02,118.39
30265.71,4,735.37,198.13
42135.99,13,119.57,226.29
37283.55,1,869.55,408.26
30180.92,12,357.73,67.13
9316.59,1,765.3,364.18
37743.61,6,272.97,75.28
12974.07,5,265.05,19.16
45628.33,8,403.39,24.4
38486.77,8,563.45,197.55
6247.0,2,869.9,160.52
33882.87,1,810.02,51.79
1919.65,7,510.77,264.35
25199.27,4,960.34,472.93
39643.77,5,17.56,323.28
36478.15,15,937.51,389.62
17191.38,4,589.81,412.1
4920.62,2,169.76,181.15
3560.09,13,297.0,438.98
34765.55,10,957.28,80.5
19593.11,10,156.41,370.63
24008.1,16,855.04,335.65
44683.86,3,132.99,410.85
14343.41,7,900.66,456.55
1081.77,16,174.52,371.59
19968.12,6,961.2,45.09
5576.43,16,33.97,232.37
6590.14,1,253.69,147.73
10250.44,10,201.77,55.58
29811.58,7,749.8,53.25
42004.77,17,763.3,339.13
22870.67,11,335.27,140.0
40095.16,14,924.76,264.53
26672.69,9,255.02,114.73
9130.44,15,206.69,44.55
21221.49,19,216.46,136.23
11914.05,17,853.56,399.92
15230.67,16,192.2,235.01
27913.39,8,527.14,392.01
7291.04,3,384.24,206.09
20462.85,3,597.74,223.97
1078.04,16,924.15,86.33
16903.76,14,898.59,86.34
21516.21,17,875.95,36.97
33038.81,10,110.35,477.89
45621.95,5,686.12,411.34
15188.26,18,341.44,179.48
25651.6,7,296.9,253.82
9235.41,19,114.24,303.74
49690.88,1,953.57,115.39
22049.36,19,328.11,387.74
35275.03,11,742.83,239.86
15421.31,1,284.07,169.2
4309.31,2,916.84,279.32
16726.73,2,914.02,388.89
12124.86,4,505.37,439.13
4653.63,11,362.75,47.33
45256.06,10,377.0,461.42
2250.53,1,797.75,82.31
45552.62,17,936.63,497.86
41846.11,16,74.07,372.13
26949.43,14,227.62,4.11
2443.5,18,979.08,98.3
10003.61,1,176.06,201.96
23883.21,17,202.37,349.93
10264.41,6,936.27,367.48
34928.37,19,461.87,474.25
28675.09,15,890.39,337.95
32529.61,11,145.79,60.55
21359.57,1,592.33,317.26
49021.72,9,977.14,140.36
5292.65,3,245.54,141.05
38398.16,18,195.54,170.75
34477.32,5,779.91,83.78
4722.02,15,685.1,17.96
43443.19,14,934.86,211.3
46645.64,19,860.37,138.83
33040.67,17,757.77,129.31
24602.21,11,69.4,166.06
9687.98,2,954.37,469.98
27005.36,6,416.55,421.31
10644.49,6,670.84,366.56
46189.8,16,813.81,282.74
28886.6,12,103.78,249.14
22187.25,15,342.73,137.36
49931.54,7,104.14,468.67
29143.63,11,989.86,75.79
12840.68,19,256.0,455.69
21369.89,5,983.78,172.27
25387.31,5,170.93,435.64
42267.27,12,641.91,387.71
46126.16,16,985.28,172.22
10196.85,6,165.38,286.16
46066.2,2,231.93,286.93
23765.08,11,865.47,215.48
16203.28,5,207.02,53.5
49555.71,16,635.45,379.21
14993.24,7,452.39,176.89
32588.93,7,374.69,216.22
36433.34,12,492.55,339.51
29812.33,8,985.86,361.16
23993.75,11,648.11,486.7
35420.25,11,187.09,385.79
18487.38,18,991.33,218.93
5937.88,13,252.66,12.81
47423.24,16,960.25,400.4
17029.07,7,702.79,359.12
11795.97,17,776.63,116.9
28719.6,4,238.09,66.66
4886.75,13,206.6,322.47
33760.8,17,802.6,59.43
8495.66,19,44.87,47.25
36862.46,5,336.81,361.95
17123.1,13,966.42,466.51
2004.08,14,709.93,152.67
44976.28,18,957.38,485.92
37732.33,14,405.29,161.24
27555.83,12,257.66,349.97
21575.43,7,488.41,498.14
32713.31,13,968.16,229.68
43350.43,13,258.94,15.64
48803.89,11,331.24,336.87
33987.52,13,249.39,55.29
35326.26,10,640.65,373.75
37888.91,11,829.18,405.2
35425.66,8,564.43,9.83
49068.04,16,644.11,484.73
22356.49,19,709.77,3.6
11559.73,19,634.39,144.52
13673.15,17,196.43,197.87
5138.16,16,916.47,295.69
31600.32,14,341.66,233.37
10794.27,8,790.48,367.88
41839.74,14,60.92,26.08
42964.93,10,245.58,104.23
23872.8,19,418.47,148.36
7121.23,8,314.71,355.45
34210.22,6,684.57,177.42
46209.53,14,290.75,83.07
47081.8,17,613.4,73.75
38131.73,5,748.13,410.86
11560.18,5,705.92,135.71
14222.73,7,282.55,452.77
38540.81,15,887.49,239.71
43118.91,15,842.72,494.58
25004.97,10,358.43,30.98
15482.44,1,752.87,341.72
46357.45,12,350.5,408.94
1876.32,5,933.49,99.6
41785.76,2,992.35,301.5
30633.44,18,397.93,299.56
49568.63,15,990.05,95.46
19025.76,19,743.07,169.18
35508.11,19,306.38,18.21
32337.83,3,514.15,314.0
44020.19,14,150.71,112.45
3120.5,16,418.16,288.21
30709.04,7,561.22,431.29
2504.47,19,650.03,299.04
25466.88,2,76.04,457.07
25803.81,12,307.83,85.63
27977.07,17,582.67,254.28
23942.7,4,943.96,213.02
18818.32,12,745.95,85.71
7624.86,15,193.74,341.3
14821.4,2,571.2,42.65
27135.6,4,604.4,65.84
21291.28,5,317.21,348.5
29660.87,17,437.59,106.92
39406.82,18,500.95,193.01
17512.45,8,619.71,426.77
3858.44,1,389.93,490.11
33669.77,11,338.48,228.07
15241.1,12,767.62,387.4
23278.37,3,860.86,182.02
47392.92,11,605.94,156.95
38118.86,9,835.59,341.36
37706.05,7,851.24,25.44
10403.01,3,191.19,215.98
1704.07,15,659.77,27.51
15719.39,18,892.1,397.47
42649.09,2,479.93,291.26
15216.5,10,676.04,253.12
14382.68,2,846.94,52.99
37057.12,7,539.48,354.06
40105.29,12,119.84,257.76
49173.54,10,83.91,391.87
48141.6,17,425.94,266.89
5510.78,15,788.36,92.92
10835.73,19,494.32,83.3
28049.94,7,577.04,174.18
29451.5,8,229.51,475.24
49391.96,16,226.04,445.57
11582.16,6,495.31,29.26
35757.33,1,875.17,342.33
48280.7,10,951.52,374.63
5206.2,2,502.78,213.02
13170.41,14,537.84,486.36
4208.1,10,862.38,339.9
16968.9,15,981.49,365.21
15433.21,7,156.59,243.53
28705.57,7,398.36,348.39
27142.03,16,331.37,122.66
5615.01,8,22.98,461.66
45727.19,14,467.43,162.55
38608.24,8,786.53,194.93
31316.94,15,598.22,335.83
12122.1,6,650.68,349.93
48854.27,15,138.38,138.76
48246.8,8,527.49,215.31
35734.53,18,11.29,431.29
30870.54,10,535.1,22.55
22258.25,17,707.58,27.65
10596.33,13,926.69,155.4
47477.0,18,751.82,17.47
8869.45,10,474.94,161.98
47411.23,16,271.86,152.92
33869.69,6,449.14,113.19
49933.56,15,204.9,443.72
33144.45,19,283.71,421.18
23457.53,13,474.96,27.46
28418.51,8,180.22,484.75
48597.41,1,975.46,140.38
5857.94,9,896.25,343.48
34570.35,18,662.27,275.37
27353.1,8,706.02,312.5
7754.0,14,578.89,59.98
45341.75,17,272.45,354.9
9929.63,9,447.13,464.12
36220.66,12,952.52,182.84
29865.07,14,212.1,157.22
16777.63,14,434.98,186.05
26268.21,4,631.56,356.06
2257.24,19,271.13,246.47
45958.08,5,920.9,476.05
10979.17,12,950.33,308.38
34613.37,17,85.7,189.5
31951.72,11,710.89,256.63
21400.62,13,302.07,490.7
23291.08,6,383.63,419.48
44431.03,9,248.12,67.5
32930.68,5,499.31,87.96
35557.54,19,694.16,149.23
33143.05,5,553.66,229.13
24287.49,11,655.16,421.49
24824.5,16,702.09,360.3
42901.11,3,227.42,89.12
47198.34,9,954.74,247.67
43500.58,5,519.84,242.19
13086.68,17,443.98,289.34
29836.14,7,388.98,357.38
48533.85,9,534.52,217.6
25401.42,18,740.99,381.39
3152.59,11,198.18,293.96
11969.91,18,419.73,460.98
39866.37,4,72.11,198.46
20086.46,18,392.05,478.92
19275.22,17,765.22,288.42
34148.58,3,457.05,158.07
4679.82,4,407.77,340.31
45051.49,3,170.55,375.23
43288.25,14,967.16,78.61
16884.95,6,773.0,403.36
33761.01,1,254.73,371.06
42832.69,11,273.69,67.15
43315.48,19,389.17,232.13
41144.17,1,760.83,118.54
29681.36,12,540.08,50.5
46561.69,18,613.58,265.04
39859.92,15,348.16,379.36
38251.24,14,42.75,242.42
16476.54,19,328.98,454.0
36175.24,8,161.63,349.91
9749.46,15,901.65,134.94
31793.6,1,568.02,277.67
32686.11,11,689.08,30.29
39939.11,1,971.65,165.67
48869.74,1,516.33,272.64
23453.98,11,540.95,312.39
32464.68,8,51.09,53.94
37506.03,12,759.34,119.45
38781.29,10,446.24,391.62
32348.35,10,699.94,422.22
35177.14,10,103.49,27.18
17702.94,9,174.91,90.08
17707.58,12,973.94,178.26
41892.39,6,404.75,330.96
45340.85,4,670.61,314.51
49027.12,13,268.24,32.55
1669.32,8,338.2,453.88
14377.62,17,897.32,130.63
12329.81,1,156.04,62.03
23295.54,7,962.25,185.08
49534.67,19,214.6,343.54
10114.1,12,966.01,454.98
31848.12,1,59.77,76.15
1456.7,18,545.79,290.48
14407.36,1,772.81,279.23
41298.96,19,596.73,230.21
35218.08,18,589.78,393.58
19956.98,10,528.06,112.02
19800.02,11,185.72,52.57
29061.03,13,15.81,204.26
29372.47,17,741.16,28.44
26762.24,17,457.35,92.56
46241.5,9,42.84,285.32
1469.27,8,77.26,405.8
10870.64,7,536.74,255.03
32862.84,3,520.92,340.54
41565.23,2,107.3,131.75
40497.01,4,884.46,233.97
7217.94,14,934.29,260.85
38490.41,8,859.34,314.62
13323.9,11,440.95,254.44
2772.63,3,267.61,119.6
16809.07,13,155.99,296.63
26590.11,7,803.27,497.78
22782.84,12,494.7,93.91
15578.99,13,35.8,26.06
43755.6,5,875.03,286.14
31520.78,3,254.34,127.62
39231.5,16,13.52,47.28
26950.43,10,36.48,462.92
29328.84,18,224.46,73.78
41245.37,16,760.31,13.29
35903.37,19,231.46,465.96
4283.26,5,406.1,378.83
5529.98,2,966.89,222.93
40629.83,13,595.55,320.09
28715.41,7,726.58,194.15
43078.72,10,494.65,8.79
35358.12,11,69.56,338.23
43986.14,11,965.59,243.55
48030.9,14,626.5,153.68
17468.49,13,904.53,464.64
49445.55,3,291.41,439.5
38508.68,18,897.68,420.17
23677.27,2,211.13,336.94
25972.11,13,924.66,322.68
26682.8,11,604.42,420.02
7945.89,15,918.97,436.08
10605.4,16,688.05,38.4
36057.84,14,852.98,93.68
20842.92,15,399.96,455.38
32053.61,9,251.12,241.26
41037.76,2,441.42,317.68
21341.48,19,431.16,325.34
7404.05,7,921.98,474.85
12502.5,16,413.88,128.89
16609.04,19,824.02,292.38
37730.53,8,628.08,437.04
30636.72,7,694.42,360.95
4162.29,19,708.71,434.83
13794.65,5,298.47,141.26
28086.67,3,237.25,172.99
33768.21,3,532.97,385.82
25151.59,15,971.64,129.91
18447.25,9,195.01,134.45
30162.55,17,201.76,206.76
4221.16,7,132.52,195.71
4290.56,11,977.66,142.84
46814.38,19,399.92,285.06
38262.97,14,603.8,155.34
34976.11,17,714.07,156.05
17983.68,13,573.82,91.31
30051.67,4,323.92,400.38
9934.5,14,764.71,484.26
45203.16,9,928.54,1.64
21492.45,13,747.97,0.23
36344.87,13,427.56,48.04
45294.21,5,779.44,168.4
21760.95,19,289.08,477.5
37464.09,16,964.14,454.62
39715.39,1,806.97,1.7
36596.81,9,706.23,376.84
35795.85,18,235.1,113.7
35576.07,16,109.44,203.62
11138.78,16,185.37,484.11
27276.11,12,470.46,65.61
3669.21,8,10.39,427.99
637.42,9,526.13,187.02
48962.36,6,738.03,247.74
8420.88,16,223.17,97.58
29098.58,16,839.12,297.7
38426.4,14,862.11,56.15
23192.97,8,232.67,121.98
7419.19,9,686.04,112.92
3460.19,19,866.27,154.23
29222.89,1,225.88,394.26
4756.27,1,220.35,485.55
2776.11,9,763.1,288.68
13747.82,19,566.65,138.91
5245.39,18,307.38,9.54
42443.14,19,904.25,106.02
33815.61,19,152.53,449.16
13036.43,10,53.14,442.41
26685.45,2,334.13,457.42
5875.22,13,476.67,326.05
6330.02,14,151.21,111.14
30569.96,14,162.42,157.87
46352.93,1,371.07,101.28
7959.43,2,569.79,360.99
24712.35,14,167.04,284.23
15843.78,14,144.32,335.44
44682.51,6,703.17,156.49
8414.31,13,929.93,125.56
32076.62,2,262.45,129.52
28852.02,4,397.12,218.73
6880.02,10,535.16,420.29
17272.48,10,549.69,441.66
20222.02,7,840.84,483.74
36966.27,19,57.16,476.99
37595.64,15,129.8,21.13
9130.59,14,210.44,18.89
29573.81,5,994.92,201.04
37483.55,10,868.5,40.38
23926.54,13,316.86,176.38
18434.14,17,277.7,78.16
9822.66,2,201.68,97.4
12854.64,2,780.97,486.63
8347.86,9,109.54,375.06
30388.61,12,527.16,112.75
23744.32,13,777.69,311.38
21590.85,7,606.01,400.37
19752.59,19,466.77,336.83
7492.28,16,571.62,14.12
15863.56,16,154.06,486.62
36550.07,9,917.67,179.89
3551.02,11,29.83,3.08
5119.46,19,517.21,387.87
46396.07,18,888.52,474.27
7580.36,12,210.17,65.1
34310.59,2,582.18,403.44
31520.73,15,386.6,423.34
17179.1,17,592.69,220.08
22969.73,8,689.15,100.32
29320.24,8,48.15,2.42
36226.2,18,157.05,441.01
29953.56,7,247.3,292.59
4440.08,6,561.66,399.24
9750.15,12,883.87,411.17
31312.1,19,206.54,358.04
47377.91,6,417.31,45.12
37939.81,2,813.07,54.45
3558.17,17,444.71,183.88
17082.66,10,761.79,23.74
18449.25,19,961.69,128.63
7897.32,1,749.27,213.76
36044.24,2,702.03,400.82
45860.15,2,900.44,406.09
13678.78,13,33.72,444.05
49479.73,2,749.96,255.06
4249.3,12,404.66,165.4
10924.29,3,821.18,49.82
38234.69,3,105.24,311.73
20703.7,19,986.78,44.87
30847.94,10,344.01,390.51
47936.78,17,615.22,383.98
25778.35,17,686.45,58.36
38990.47,18,792.46,209.74
17592.68,18,361.17,119.06
45439.56,19,527.55,393.09
37600.33,13,780.5,333.39
1079.63,5,412.21,148.6
19136.7,17,403.84,44.27
16509.69,3,12.2,306.74
15591.57,15,134.09,35.91
15470.15,12,276.77,489.62
38702.42,4,493.77,232.83
48879.87,14,376.05,378.82
42384.41,2,893.06,264.94
22554.18,3,701.37,185.07
42917.75,7,338.61,223.08
18983.23,15,893.98,51.25
30211.29,4,805.29,109.04
15037.37,16,256.45,484.8
13496.7,17,375.93,480.32
37835.75,1,971.34,297.23
27668.38,3,566.64,26.94
38378.95,12,986.49,120.55
46151.18,13,955.16,187.48
40386.83,18,611.45,295.28
8271.51,5,133.96,171.67
25139.29,1,509.71,470.21
49999.11,10,88.25,152.96
48404.63,18,867.01,328.76
15371.43,14,579.91,461.69
37161.34,13,499.79,374.17
732.68,1,280.36,492.37
32285.79,5,15.82,282.35
35783.5,4,431.68,195.02
2588.64,3,319.19,56.94
25459.82,15,267.42,301.86
34479.51,7,579.28,280.67
623.38,7,867.96,124.32
33221.61,9,202.98,87.9
20692.12,12,679.03,491.6
30176.69,6,924.72,410.45
15091.21,5,140.14,83.94
44289.49,8,724.07,470.5
31946.78,16,231.2,265.91
5287.96,15,598.8,427.8
20387.65,1,465.99,178.13
6288.27,11,458.57,175.23
45189.25,19,302.38,95.78
16089.84,14,809.17,238.96
18995.21,1,761.37,280.61
404.45,5,575.35,77.21
1312.81,18,238.07,248.06
45889.14,11,932.47,458.85
25995.63,3,983.64,294.31
3080.84,14,209.75,12.92
32148.45,5,729.55,280.14
9596.27,8,760.92,218.47
6356.88,7,876.0,420.81
2837.85,8,827.36,325.34
32037.65,12,745.81,415.11
30619.92,12,719.28,482.37
16910.11,1,730.2,350.13
26292.05,6,47.07,303.1
40471.17,7,155.57,390.4
21115.61,17,97.46,68.1
2585.11,10,98.9,190.27
14973.49,14,385.13,277.47
5626.23,14,508.35,50.1
4774.09,4,58.18,479.12
32197.63,3,224.18,368.12
38920.05,15,756.13,421.73
42503.3,1,238.82,472.12
33059.8,19,364.99,391.14
36869.4,15,215.61,221.53
46082.1,7,476.1,254.21
15309.12,16,573.73,194.77
32715.35,16,288.66,351.9
19881.89,19,340.2,52.35
25234.59,11,236.31,329.94
16197.79,12,803.58,298.43
9631.63,6,941.55,345.83
29285.33,19,530.41,451.85
18568.23,10,625.64,69.59
43246.79,17,812.93,219.58
6311.59,17,768.47,385.36
35120.02,7,233.63,256.59
20785.47,15,382.54,434.43
26317.81,6,370.54,151.05
45976.53,2,689.72,452.92
26248.6,10,86.27,461.7
33016.56,14,444.76,252.75
17892.64,1,178.8,259.73
31377.93,8,950.32,272.77
6311.75,3,109.05,383.68
11544.07,17,479.67,334.49
20553.87,2,968.12,361.9
2262.75,2,611.19,51.78
19429.19,15,639.27,74.01
15304.77,4,865.23,198.88
8737.45,15,99.4,77.74
11842.61,1,523.21,394.26
10324.37,2,393.93,291.51
37338.87,11,345.13,103.79
34898.06,10,844.46,456.85
47531.98,5,474.22,191.83
10665.45,17,32.22,74.44
35094.88,8,359.78,230.05
5057.03,15,883.01,223.55
4047.93,1,606.35,353.5
9564.51,1,172.19,422.91
25276.8,1,526.33,43.08
26877.46,15,509.69,147.85
5428.01,19,794.53,400.84
1745.51,14,712.1,134.93
38450.7,15,556.35,484.83
29083.39,1,980.31,268.24
37539.54,18,365.15,1.32
5034.66,7,354.76,367.0
49074.06,7,443.06,82.1
32332.07,3,704.31,422.36
1713.81,11,324.98,215.79
27620.21,17,639.19,451.86
35237.23,5,309.51,147.15
42217.13,10,804.51,370.23
29353.49,14,886.34,79.43
15810.35,12,519.31,106.04
40161.63,17,637.82,435.93
12728.85,9,672.41,407.05
6582.79,6,778.46,34.37
21179.59,7,41.12,455.53
20933.4,9,859.36,74.84
12677.99,14,530.97,460.54
26755.22,11,815.37,460.01
36015.73,2,415.99,456.31
7807.6,2,392.61,484.55
31423.56,2,534.99,439.47
4785.2,6,869.83,222.96
10841.7,2,477.34,375.85
5040.48,1,865.63,268.64
7805.24,16,600.43,313.67
45126.92,7,310.35,72.24
32127.39,5,495.67,305.91
48115.13,17,497.06,390.02
19876.85,7,864.68,7.59
20383.93,10,313.96,496.62
15185.59,10,457.24,246.27
38893.63,14,455.43,448.82
34178.61,11,620.05,341.15
46033.05,17,713.09,73.42
22582.86,12,993.25,395.82
47037.9,14,113.37,170.97
47267.96,17,332.99,100.65
17712.72,14,797.01,122.83
18669.71,16,596.46,306.47
22387.4,9,530.57,92.96
15046.88,14,886.85,487.98
36491.28,18,502.34,160.98
9247.31,11,441.28,159.74
19803.12,13,41.96,8.0
47608.45,17,555.88,305.05
25071.91,2,791.6,274.92
10816.38,8,48.96,368.46
23569.96,2,791.91,355.18
13468.24,14,536.96,364.96
8916.34,6,702.56,77.25
3308.3,19,802.04,347.09
5096.42,10,950.43,22.57
17679.34,6,77.23,24.34
11687.03,15,880.82,33.0
48240.34,5,819.77,393.83
21769.97,16,686.6,6.64
27440.99,18,983.34,151.69
5347.51,19,591.71,319.96
3115.03,9,312.69,262.27
43884.9,17,276.01,254.82
11117.93,3,37.43,150.98
49824.87,2,887.09,37.7
27831.03,10,196.4,200.29
17160.19,16,594.17,371.81
43321.15,4,420.29,222.87
33699.79,1,477.56,126.42
2332.14,14,171.99,174.93
45913.1,7,743.29,2.25
12352.12,13,842.55,393.1
2197.99,13,135.65,216.42
1350.71,17,480.42,64.69
37114.37,17,617.27,248.22
36985.2,19,272.32,50.26
21371.18,1,19.5,388.56
12705.32,13,347.02,499.92
6277.35,12,30.76,81.88
4521.63,19,499.18,234.18
31983.47,3,285.74,475.69
42011.95,11,137.95,80.04
49331.87,17,912.98,418.25
31881.0,10,666.74,464.64
18384.29,9,57.34,326.95
27640.86,9,814.89,111.46
1531.7,4,59.42,78.45
8238.19,6,932.49,247.96
46534.88,11,690.15,323.16
19069.77,8,200.92,213.2
42806.47,7,565.55,372.14
5048.47,17,273.28,397.51
36406.71,15,910.53,257.66
8700.34,5,465.68,173.58
45423.74,12,934.66,8.36
38919.58,19,186.67,171.6
41633.28,4,487.13,128.11
17175.59,16,134.53,378.79
33589.82,6,373.25,218.53
20917.97,18,381.95,273.53
37793.3,14,697.08,207.11
14540.74,7,497.75,141.46
3040.2,7,494.3,332.14
29829.69,10,975.93,57.26
271.61,18,151.0,312.96
19576.42,4,377.63,121.7
37195.29,11,139.31,99.91
41657.72,9,437.83,182.98
14344.58,19,674.32,8.94
43428.9,17,455.74,5.93
40047.84,16,215.65,363.21
31200.39,10,956.61,99.43
36037.46,13,597.15,344.47
27980.78,12,109.11,64.56
2209.75,15,583.27,346.29
42904.91,7,828.54,158.9
45171.26,2,846.68,404.98
44539.98,12,59.93,214.05
37910.83,12,726.4,74.6
26856.9,12,118.7,221.77
33291.75,5,719.25,255.36
16013.6,3,124.47,249.14
8607.13,8,527.48,429.88
38174.86,11,218.65,8.55
20027.73,10,724.94,17.56
27402.41,5,999.86,220.99
22450.35,5,223.98,463.23
31506.94,5,479.98,365.14
46060.28,13,630.32,188.54
23737.65,6,766.51,2.99
16890.93,10,152.58,346.42
29874.48,14,69.99,472.19
17174.6,3,857.46,279.31
32124.51,8,446.27,106.37
16737.28,13,99.88,361.48
35949.44,1,377.0,208.93
24138.62,2,216.49,272.23
1421.44,18,170.59,84.28
44746.78,2,803.25,415.6
48300.54,19,356.65,380.82
16170.64,15,711.86,473.14
26550.35,10,128.73,346.91
34116.86,17,184.95,29.2
196.96,4,544.22,416.04
34435.58,3,88.39,291.4
7590.86,6,822.28,102.61
4964.91,19,546.79,124.44
46683.21,3,404.45,75.34
10611.28,19,241.57,316.94
46401.79,7,116.06,311.35
5009.67,2,293.72,303.75
40169.41,17,709.23,29.43
19487.76,11,554.16,339.81
32289.86,2,795.04,169.72
28075.71,15,48.08,177.56
33569.18,3,566.34,407.89
18193.3,15,317.08,404.69
29925.93,1,755.49,21.49
39863.56,2,988.41,380.59
30250.88,14,106.98,125.13
9511.47,6,412.69,319.26
19077.97,8,951.13,259.46
32874.35,6,115.41,466.84
1922.47,12,542.17,131.02
14843.76,7,152.18,483.82
29313.15,18,350.34,118.63
24360.83,2,931.25,333.69
3290.29,1,44.57,439.81
3200.01,2,259.48,268.71
25100.01,6,158.83,120.33
44128.65,15,465.22,94.22
45002.7,15,575.76,388.11
30551.97,19,882.19,371.24
47471.83,13,772.33,333.72
39004.32,1,770.64,60.3
3840.83,2,558.12,139.75
21558.14,14,424.85,200.72
20849.88,9,409.11,217.01
31631.76,9,979.46,432.33
5779.15,11,12.84,254.1
36171.52,7,468.33,399.7
45443.43,9,401.36,456.78
35715.19,2,800.78,105.2
7455.55,7,911.63,468.96
7513.91,15,932.01,400.07
43381.99,14,845.9,271.3
34402.94,13,477.93,111.48
8518.33,10,908.29,434.12
19902.6,8,998.28,351.55
25224.56,19,49.06,106.76
44773.22,6,563.89,418.03
39717.83,3,731.01,193.14
29007.58,13,430.85,39.36
41970.23,13,979.33,162.45
35175.41,19,852.24,332.59
35720.93,17,289.6,485.38
48147.84,7,972.6,233.68
3090.06,12,754.91,357.35
4820.37,8,331.33,200.85
6222.38,3,587.75,412.95
21240.28,19,658.47,370.81
21622.29,10,762.64,391.92
14094.21,7,728.42,411.83
13408.18,4,150.78,449.29
